,Box,slot,month,day,year,session,river,site,habitat,egg,JULIAN.DAY,TEMP,CONDUCTIVITY,membrane.diameter.1,membrane.diameter.2,membrane.diameter.3,membrane.diameter.4,yolk.diameter.1,yolk.diameter.2,yolk.diameter.3,yolk.diameter.4,larval.length,MEMBRANE.AVE,MEMBRANE.SD,membrane.cv,yolk.to.membrane.ratio,YOLK.AVE,YOLK.SD,yolk.cv,Egg.Stage,compact.diffuse,Pigment,sticky.debris,deflated,comments,Questionable.genetics,common.name,Lab,Family,Genus,species,common.name.ACGC,Family.ACGC,Genus.ACGC,species.ACGC
1348,Box 14,H9,5,27,2014,4,UMR,DNS,CHAN,4,147,20.7,307,1.607562,1.586746,1.574951,1.60432,1.329269,1.391829,1.299442,1.230372,2.012404,1.59339475,0.015323727,0.009617031,0.82385611,1.312728,0.067056199,0.051081564,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1349,Box 10,F2,8,7,2014,12,UMR,DNI,THAL,2,219,25.8,489,1.474873,1.521108,1.496704,1.462773,1.040695,1.034615,1.067733,1.065817,0,1.4888645,0.025675082,0.01724474,0.706723144,1.052215,0.017012673,0.016168438,5,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1350,Box 22,G6,6,21,2015,7,IAR,MTH,THAL,16-00266,172,24.2,509,2.02551,1.732192,2.232636,1.29844,0.7692173,1.053236,0.8023668,1.072212,2.566945,1.8221945,0.405059108,0.222291917,0.507222486,0.924258025,0.160645359,0.173810077,8,C,N,Y,Y,,NO,Speckled Chub,UWSP,Cyprinidae,Macrhybopsis,Macrhybopsis aestivalis,Speckled Chub,Cyprinidae,Macrhybopsis,Macrhybopsis aestivalis
1351,Box 26,I7,5,31,2015,5,DSM,MTH,CHAN,16-00638,151,19.2,674,3.905262,3.633655,4.063398,3.660855,1.556467,1.704112,1.611494,1.694769,0,3.8157925,0.205339534,0.053813077,0.430241031,1.6417105,0.070447718,0.04291117,3,C,N,N,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
1352,Box 22,G7,7,11,2015,9,SKK,DNC,BACK,16-00267,192,21,342,0.8935538,0.95294,0.8843574,0.9251256,0.7751344,0.8343259,0.7705816,0.7932608,0,0.9139942,0.031288088,0.034232261,0.867976706,0.793325675,0.029035829,0.036600138,4,C,N,Y,N,,,,UWSP,,,,,,,
1353,Box 25,H5,5,31,2015,5,DSM,MTH,THAL,16-00538,151,19.2,674,4.384734,3.822437,4.13802,4.05501,3.771621,4.055088,3.686217,3.880479,0,4.10005025,0.232080647,0.056604342,0.938610752,3.84835125,0.159109315,0.041344801,D,D,N,N,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
1354,Box 22,G8,7,11,2015,9,SKK,DNC,BACK,16-00268,192,21,342,0.9881661,1.079242,0.9588553,1.215692,0.9881661,1.079242,0.9588553,1.215692,0,1.06048885,0.115469559,0.108883331,1,1.06048885,0.115469559,0.108883331,D,D,N,N,Y,,,,UWSP,,,,,,,
1355,Box 22,G9,7,11,2015,9,SKK,DNC,BACK,16-00269,192,21,342,1.656818,1.479844,1.338158,1.694883,0.9265437,0.948244,1.101304,1.006735,0,1.54242575,0.165298305,0.107167755,0.645545936,0.995706675,0.078120935,0.07845778,D,D,N,Y,Y,,,,UWSP,,,,,,,
1356,Box 25,H6,5,31,2015,5,DSM,MTH,THAL,16-00539,151,19.2,674,3.987977,3.59991,3.857653,3.75768,2.606153,2.909038,2.983423,2.661228,0,3.800805,0.163792164,0.043094072,0.73404463,2.7899605,0.184358748,0.06607934,D,D,N,N,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
1357,Box 11,G6,6,5,2014,5,UMR,DNI,THAL,1,156,24.3,312,4.003898,3.606858,3.748585,3.745133,2.270003,3.005155,0.736832,2.349867,3.361336,3.7761185,0.165580607,0.04384942,0.553601337,2.09046425,0.960642734,0.459535595,8,C,N,Y,Y,,NO,Fathead Minnow,Roe,Cyprinidae,Pimephales,Pimephales promelas,Fathead Minnow,Cyprinidae,Pimephales,Pimephales promelas
1358,Box 22,G10,8,10,2015,12,SKK,DNC,CHAN,16-00270,222,23.4,401,1.213703,1.320153,1.342037,1.343067,1.030655,0.9941359,1.164232,1.060854,0,1.30474,0.06160444,0.047215874,0.814314902,1.062469225,0.073120584,0.068821367,D,D,N,Y,Y,,,,UWSP,,,,,,,
1359,Box 22,H1,8,10,2015,12,SKK,DNC,CHAN,16-00271,222,23.4,401,0.6686535,0.8047196,0.8122763,0.8361703,0.6686535,0.8047196,0.8122763,0.8361703,0,0.780454925,0.075730082,0.097033255,1,0.780454925,0.075730082,0.097033255,D,D,N,Y,Y,,,,UWSP,,,,,,,
1360,Box 22,H3,8,20,2015,13,UMR,UPI,THAL,16-00273,232,24.7,406,1.100827,0.9113995,0.799416,1.1207,0.994083,0.7988026,0.7222688,0.8995677,1.850913,0.983085625,0.154568409,0.157227819,0.868368434,0.853680525,0.118461127,0.138765175,7,C,N,Y,Y,,NO,Shiner sp.,UWSP,Cyprinidae,Notropis,Notropis sp.,Shiner sp.,Cyprinidae,Notropis,Notropis sp.
1361,Box 25,H7,5,31,2015,5,DSM,MTH,THAL,16-00540,151,19.2,674,3.704649,4.183426,3.592681,4.272393,1.752088,1.976376,1.503317,2.155442,0,3.93828725,0.339484988,0.086201175,0.468936274,1.84680575,0.282253289,0.152833231,3,C,N,N,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
1362,Box 22,H4,8,10,2015,12,IAR,ENG,THAL,16-00274,222,22.4,109,0.8403053,0.8283879,0.8578099,0.7956626,0.7402235,0.6745704,0.6982377,0.7057934,0,0.830541425,0.02620479,0.031551455,0.848490188,0.70470625,0.027157986,0.038538023,4,C,N,N,N,,,,UWSP,,,,,,,
1363,Box 4,D8,8,24,2014,14,IAR,MTH,BACK,1,236,25.5,498,2.119992,1.701716,1.972778,1.851956,1.100427,0.9822253,0.9594718,0.9683017,0,1.9116105,0.177743892,0.092981228,0.524482602,1.00260645,0.065882889,0.065711615,4,C,N,N,Y,,,,Roe,,,,,,,
1364,Box 14,I1,5,27,2014,4,UMR,DNS,CHAN,5,147,20.7,307,1.539874,1.461834,1.586028,1.535812,1.350952,1.55128,1.226094,1.343763,1.831496,1.530887,0.051361037,0.033549855,0.893614127,1.36802225,0.134915944,0.098621162,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1365,Box 4,D9,8,15,2014,13,UMR,DNI,THAL,2,227,25.3,440,1.290746,1.351323,1.382797,1.33194,1.052451,0.9294019,1.108213,0.9740601,1.993622,1.3392015,0.038506117,0.028753042,0.758684559,1.0160315,0.079770703,0.078512037,7,C,Y,N,N,,,,Roe,,,,,,,
1366,Box 19,F7,6,10,2015,6,DSM,EDD,CHAN,2015-EG-06-DSM-EDD-C-003,161,23.1,654,1.427373,1.327321,1.412281,1.182301,0.8797331,0.7846516,0.8309409,0.8089722,0,1.337319,0.112338128,0.084002491,0.61770935,0.82607445,0.040460979,0.048979822,4,C,N,N,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
1367,Box 22,H5,5,23,2015,4,IAR,MTH,CHAN,16-00275,143,20.5,526,1.302089,1.544363,1.439317,1.290407,1.076969,0.9280729,1.042628,1.004785,0,1.394044,0.120888097,0.086717562,0.726744439,1.013113725,0.063900699,0.06307357,D,D,N,Y,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
1368,Box 22,H6,7,20,2015,10,IAR,MTH,THAL,16-00276,201,26.5,496,2.384581,2.04772,2.146424,2.248676,1.220076,1.148656,0.9550136,1.131195,0,2.20685025,0.144119604,0.065305566,0.504671828,1.11373515,0.112583627,0.101086534,4,C,N,N,Y,,,,UWSP,,,,,,,
1369,Box 22,H7,7,20,2015,10,UMR,DNI,BACK,16-00277,201,26.7,505,1.68687,1.82838,1.535804,1.759834,0.8939652,0.8698878,0.8649838,0.9009677,0,1.702722,0.125385563,0.073638306,0.518259073,0.882451125,0.017685984,0.020041885,4,C,N,N,Y,,,,UWSP,,,,,,,
1370,Box 22,H8,7,20,2015,10,UMR,UPI,BACK,16-00278,201,27.2,481,1.177509,1.171592,1.092414,1.294808,0.5744422,1.053336,0.8606622,0.6627367,0,1.18408075,0.083391594,0.070427286,0.665321411,0.787794275,0.213682512,0.271241514,1,C,N,N,Y,prongs,,,UWSP,,,,,,,
1371,Box 22,H9,5,11,2015,3,DSM,KQA,LEFT,16-00279,131,20,668,3.651131,4.236761,4.212121,3.48846,1.295957,1.260347,1.235518,1.347271,0,3.89711825,0.383881589,0.098503962,0.329672637,1.28477325,0.048489746,0.037741871,4,C,N,N,Y,,NO,Silver Chub,UWSP,Cyprinidae,Macrhybopsis,Macrhybopsis storeriana,Silver Chub,Cyprinidae,Macrhybopsis,Macrhybopsis storeriana
1372,Box 22,H10,5,22,2015,4,DSM,MTH,THAL,16-00280,142,18.2,684,1.509267,1.48537,1.464994,1.465568,1.509267,1.48537,1.464994,1.465568,0,1.48129975,0.020913309,0.014118215,1,1.48129975,0.020913309,0.014118215,D,D,N,N,Y,,,,UWSP,,,,,,,
1373,Box 22,I1,7,20,2015,10,IAR,MTH,BACK,16-00281,201,26.5,496,1.077051,1.113979,0.958143,1.08028,0.7350975,1.066926,0.8835653,0.891023,0,1.05736325,0.068222152,0.064521017,0.845644058,0.89415295,0.135733879,0.151801634,4,C,N,Y,Y,,NO,Shiner sp.,UWSP,Cyprinidae,Notropis,Notropis sp.,Shiner sp.,Cyprinidae,Notropis,Notropis sp.
1374,Box 19,F8,6,10,2015,6,DSM,EDD,CHAN,2015-EG-06-DSM-EDD-C-004,161,23.1,654,1.378788,1.366891,1.380818,1.352212,1.378788,1.366891,1.380818,1.352212,0,1.36967725,0.013164602,0.009611463,1,1.36967725,0.013164602,0.009611463,D,D,N,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1375,Box 22,I2,6,10,2015,6,SKK,MTH,LEFT,16-00282,161,26.8,557,1.645463,1.706422,1.67529,1.648683,1.645463,1.706422,1.67529,1.648683,0,1.6689645,0.028323936,0.016970964,1,1.6689645,0.028323936,0.016970964,D,D,N,N,N,,,,UWSP,,,,,,,
1376,Box 22,I3,6,11,2015,6,SKK,UPC,CHAN,16-00283,162,24.2,493,1.627233,1.355122,1.512407,1.39433,0.7700361,0.6745704,0.5416935,0.5563292,0,1.472273,0.12304851,0.083577238,0.431752331,0.6356573,0.107539193,0.169177941,4,C,N,Y,Y,,,,UWSP,,,,,,,
1377,Box 22,I4,7,22,2015,10,UMR,UPD,BACK,16-00284,203,27.8,464,0.9180785,1.011972,0.897288,0.9583622,0.9180785,1.011972,0.897288,0.9583622,0,0.946425175,0.05052021,0.053380036,1,0.946425175,0.05052021,0.053380036,D,D,N,Y,Y,,,,UWSP,,,,,,,
1378,Box 22,I5,8,10,2015,12,UMR,UPI,THAL,16-00285,222,26.7,397,1.242638,1.207137,1.091645,1.364622,0.7161838,0.8875781,0.7006154,1.11776,1.500639,1.2265105,0.112396498,0.091639246,0.697535264,0.855534325,0.194257175,0.227059476,7,C,N,N,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
1379,Box 22,I6,5,22,2015,4,UMR,UPS,THAL,16-00286,142,18.2,424,1.260458,1.627287,1.475057,1.353299,1.065218,0.9881661,1.03589,1.055378,0,1.42902525,0.158719907,0.111068651,0.725083777,1.036163025,0.03424026,0.033045244,4,C,N,Y,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
1380,Box 22,I7,7,21,2015,10,UMR,UPS,THAL,16-00287,202,27.6,468,1.952951,2.096517,2.203951,1.797081,0.9289778,0.9112266,0.9066235,1.395522,1.535825,2.012625,0.17669532,0.087793464,0.514545668,1.035587475,0.240149828,0.231897192,7,C,N,Y,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
1381,Box 22,I8,6,10,2015,6,DSM,CLF,CHAN,16-00288,161,24.1,649,3.31389,2.810602,2.859157,3.446435,1.218914,1.645623,1.253327,1.72778,0,3.107521,0.320050221,0.102992135,0.470281939,1.461411,0.262672325,0.179738845,5,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
1382,Box 6,E8,7,21,2014,10,UMR,DND,THAL,2,202,24.8,479,1.436637,1.472122,1.422014,1.45501,0.9370239,1.146838,1.129209,0.9698707,2.639571,1.44644575,0.021800139,0.015071522,0.722968974,1.0457354,0.107646366,0.102938436,7,C,Y,N,N,,,,Roe,,,,,,,
1383,Box 22,I9,5,31,2015,5,DSM,KQA,CHAN,16-00289,151,18.7,661,3.165896,3.390659,2.999994,3.888334,1.26068,1.621662,1.331167,1.43911,0,3.36122075,0.386156925,0.114885916,0.420429021,1.41315475,0.157183003,0.111228443,3,C,N,N,Y,,,,UWSP,,,,,,,
1384,Box 22,I10,7,11,2015,9,UMR,DNI,THAL,16-00290,192,24.6,468,1.005917,0.9289778,0.8828319,0.9708301,0.6982377,0.7574756,0.7114753,0.6903711,0,0.9471392,0.053170649,0.056138157,0.754260752,0.714389925,0.030014823,0.042014622,2,C,N,Y,N,,,,UWSP,,,,,,,
1385,Box 25,H8,5,31,2015,5,DSM,MTH,THAL,16-00541,151,19.2,674,3.669954,3.159979,3.614682,3.223835,2.597695,1.994267,2.150571,2.356445,0,3.4171125,0.262320644,0.076766757,0.665692013,2.2747445,0.261443865,0.114933288,3,C,N,N,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
1386,Box 11,G7,6,5,2014,5,UMR,DNI,THAL,2,156,24.3,312,4.062705,3.043163,3.55129,3.559062,1.492682,1.51406,1.507292,1.510454,0,3.554055,0.416240385,0.117117035,0.423775659,1.506122,0.009376932,0.006225878,4,C,N,N,Y,,NO,Grass Carp,Roe,Cyprinidae,Ctenopharyngodon,Ctenopharyngodon idella,ACGC,ACGC,ACGC,ACGC
1387,Box 16,F3,6,13,2014,6,CDR,CON,THAL,6,164,22.7,569,NA,NA,NA,NA,1.05427,1.301699,1.068914,1.107991,0,NA,NA,NA,NA,1.1332185,0.11458627,NA,4,C,N,N,NO MEMBRANE,NO MEMBRANE,NO,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
1388,Box 16,F4,6,13,2014,6,CDR,CON,THAL,7,164,22.7,569,3.292145,2.736218,3.017388,3.048232,1.358816,1.215282,1.304204,1.3526,0,3.02349575,0.227559598,0.07526374,0.432521031,1.3077255,0.06628766,0.050689277,5,C,N,Y,Y,,NO,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
1389,Box 16,F5,6,13,2014,6,CDR,CON,THAL,8,164,22.7,569,1.672404,1.129747,1.427324,1.576403,1.394505,0.9826509,1.320276,1.16429,0,1.4514695,0.237001269,0.163283672,0.837379273,1.215430475,0.182448119,0.150109877,4,C,N,Y,Y,,NO,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
1390,Box 16,F6,6,13,2014,6,CDR,CON,THAL,9,164,22.7,569,NA,NA,NA,NA,1.355216,1.13984,1.082706,1.140541,0,NA,NA,NA,NA,1.17957575,0.120188584,NA,6,C,N,N,NO MEMBRANE,NO MEMBRANE,NO,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
1391,Box 16,F7,6,13,2014,6,CDR,CON,THAL,10,164,22.7,569,2.308968,1.368565,2.127359,1.821714,1.324067,1.046767,1.098685,1.141002,0,1.9066515,0.41122655,0.215679976,0.604531164,1.15263025,0.120613561,0.104642023,6,C,N,Y,Y,,NO,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
1392,Box 16,F8,6,13,2014,6,CDR,CON,THAL,11,164,22.7,569,2.472534,2.06765,2.294323,2.52843,1.269257,0.9369033,1.096015,0.955635,0,2.34073425,0.207629382,0.088702672,0.45475157,1.064452575,0.153895117,0.144576772,6,C,N,N,Y,,,,Roe,,,,,,,
1393,Box 16,F9,6,13,2014,6,CDR,CON,THAL,12,164,22.7,569,2.06003,0.883818,1.304036,1.448948,1.238322,0.8664203,1.288461,1.816273,2.197873,1.424208,0.486944331,0.341905348,0.914451453,1.302369075,0.390915183,0.300156991,7,C,N,Y,Y,,,,Roe,,,,,,,
1394,Box 16,G1,6,13,2014,6,CDR,CON,THAL,13,164,22.7,569,2.407954,2.470792,2.26852,2.460707,1.104741,0.9509676,0.9587466,0.9511712,0,2.40199325,0.093150794,0.038780623,0.412743291,0.9914066,0.075642937,0.076298602,6,C,N,Y,Y,,NO,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
1395,Box 11,G8,6,5,2014,5,UMR,DNI,THAL,3,156,24.3,312,2.394921,1.529175,1.69544,1.715545,1.165641,0.9350261,1.008197,0.9825455,0,1.83377025,0.383310535,0.209028658,0.55778656,1.0228524,0.099902403,0.0976704,6,C,N,N,Y,,NO,Emerald Shiner,Roe,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
1396,Box 11,G9,6,21,2014,7,UMR,DNI,THAL,1,172,25.4,393,3.712414,2.542899,3.277921,3.308113,1.494917,1.534696,0.9964805,1.421977,4.177809,3.21033675,0.487060072,0.151716194,0.424260048,1.362017625,0.248121329,0.182171893,8,C,N,Y,Y,,NO,Grass Carp,Roe,Cyprinidae,Ctenopharyngodon,Ctenopharyngodon idella,ACGC,ACGC,ACGC,ACGC
1397,Box 16,G2,6,13,2014,6,CDR,CON,THAL,14,164,22.7,569,2.155611,1.818019,1.739956,2.040216,0.9822627,1.029059,1.032542,1.05185,0,1.9384505,0.192716296,0.099417703,0.528220053,1.023928425,0.029530569,0.028840462,5,C,N,N,Y,,NO,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
1398,Box 16,G3,6,13,2014,6,CDR,CON,THAL,15,164,22.7,569,2.54089,1.980964,2.365579,2.327126,1.115777,0.9147303,0.9908228,0.9463731,0,2.30363975,0.234375337,0.101741315,0.430590677,0.9919258,0.088269531,0.088988038,6,C,N,N,Y,,NO,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
1399,Box 16,G4,6,12,2014,6,DSM,MTH,THAL,4,163,22.3,500,1.420756,1.444441,1.388209,1.429867,1.051959,1.138011,1.20085,1.252075,0,1.42081825,0.023827724,0.016770423,0.816940344,1.16072375,0.08621834,0.074279811,4,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1400,Box 16,G5,6,12,2014,6,DSM,MTH,THAL,5,163,22.3,500,1.482706,1.464966,1.479309,1.489635,1.482706,1.464966,1.479309,1.489635,0,1.479154,0.010388959,0.007023582,1,1.479154,0.010388959,0.007023582,D,D,N,N,N,likely not a drum,YES,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1401,Box 16,G6,6,13,2014,6,IAR,MTH,CHAN,4,164,21.4,556,1.441185,1.248352,1.246998,1.33068,1.008626,0.9080615,0.9219288,1.028306,0,1.31680375,0.091691022,0.069631501,0.734149318,0.966730575,0.060542049,0.062625565,4,C,N,Y,Y,,NO,Emerald Shiner,Roe,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
1402,Box 16,G7,6,13,2014,6,IAR,MTH,THAL,4,164,21.4,556,1.553752,1.357176,1.374061,1.541768,0.91862,0.923051,0.8439306,0.9216596,0,1.45668925,0.105498635,0.072423569,0.619085574,0.9018153,0.038634128,0.0428404,4,C,N,Y,Y,,,,Roe,,,,,,,
1403,Box 16,G8,6,13,2014,6,IAR,MTH,THAL,5,164,21.4,556,1.077477,1.050957,0.9959418,1.054126,1.077477,1.050957,0.9959418,1.054126,0,1.04462545,0.03454307,0.033067422,1,1.04462545,0.03454307,0.033067422,D,D,N,Y,Y,likely not a drum,YES,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1404,Box 16,G9,6,13,2014,6,IAR,MTH,THAL,6,164,21.4,556,1.719855,1.120427,1.432722,1.612544,0.9857694,0.9732667,1.107494,0.9039723,0,1.471387,0.262252772,0.178235075,0.674618982,0.9926256,0.084608769,0.085237343,4,C,N,Y,Y,,,,Roe,,,,,,,
1405,Box 16,H1,6,13,2014,6,IAR,MTH,THAL,7,164,21.4,556,NA,NA,NA,NA,1.311134,1.173049,0.7355817,1.223197,2.544502,NA,NA,NA,NA,1.110740425,0.256534919,NA,8,C,Y,N,NO MEMBRANE,NO MEMBRANE;likely a drum,YES,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
1406,Box 16,H2,6,13,2014,6,UMR,DNI,BACK,4,164,21.9,349,1.4321,1.278135,1.444362,1.508104,1.063634,1.175235,1.193513,1.0439642,0,1.41567525,0.097558694,0.068913187,0.790496655,1.11908655,0.076180264,0.068073612,6,C,N,Y,Y,,NO,Channel Shiner,Roe,Cyprinidae,Notropis,Notropis wickliffi,Channel Shiner,Cyprinidae,Notropis,Notropis wickliffi
1407,Box 16,H3,6,13,2014,6,UMR,DNI,BACK,5,164,21.9,349,1.24268,1.164305,1.235738,1.118367,1.023308,1.063549,0.9998244,0.9564455,0,1.1902725,0.059605284,0.050077007,0.849201947,1.010781725,0.04477269,0.044295112,4,C,N,Y,Y,,NO,Channel Shiner,Roe,Cyprinidae,Notropis,Notropis wickliffi,Channel Shiner,Cyprinidae,Notropis,Notropis wickliffi
1408,Box 16,H4,6,13,2014,6,UMR,DNI,BACK,6,164,21.9,349,1.839334,1.147161,1.651917,1.319969,0.8919181,0.9295146,0.946501,0.9724888,0,1.48959525,0.31342188,0.210407411,0.627758195,0.935105625,0.033782531,0.036126968,4,C,N,Y,Y,,NO,Emerald Shiner,Roe,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
1409,Box 16,H5,6,13,2014,6,UMR,DNI,BACK,7,164,21.9,349,2.079957,1.414813,1.444353,1.823787,0.9013635,0.9033493,0.8951633,0.9107707,0,1.6907275,0.319391943,0.188907996,0.533889524,0.9026617,0.006432729,0.007126401,4,C,N,Y,Y,,NO,Emerald Shiner,Roe,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
1410,Box 16,H6,6,20,2014,7,DSM,MTH,CHAN,4,171,28.3,510,1.44779,1.454885,1.462157,1.418172,1.122516,1.254973,1.129897,1.148427,2.453632,1.445751,0.019298925,0.01334872,0.805085558,1.16395325,0.061650989,0.052966894,7,C,Y,N,N,,,,Roe,,,,,,,
1411,Box 16,H7,6,20,2014,7,DSM,MTH,CHAN,5,171,28.3,510,1.266574,1.315338,1.304779,1.296578,1.059854,1.228678,1.108515,1.09496,2.04477,1.29581725,0.020953274,0.01616993,0.866635901,1.12300175,0.073374187,0.065337553,7,C,Y,N,N,likely a drum,YES,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
1412,Box 16,H8,6,20,2014,7,DSM,MTH,CHAN,6,171,28.3,510,1.414971,1.41298,1.417074,1.415377,1.23466,1.112157,1.282905,1.194304,2.222974,1.4151005,0.00168171,0.001188403,0.852240883,1.2060065,0.072293567,0.059944592,7,C,Y,N,N,likely a drum,YES,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
1413,Box 6,E9,5,5,2014,2,DSM,CLF,BACK,1,125,14.6,496,1.52337,1.884066,1.728607,1.960043,1.52337,1.884066,1.728607,1.960043,0,1.7740215,0.192875125,0.108721977,1,1.7740215,0.192875125,0.108721977,D,D,N,Y,N,sand,,,Roe,,,,,,,
1414,Box 22,J1,7,11,2015,9,UMR,DNI,CHAN,16-00291,192,24.6,468,1.449691,1.799262,1.507724,1.74054,0.8757443,1.510009,0.9803403,0.9705596,2.025736,1.62430425,0.17146594,0.105562699,0.667463192,1.0841633,0.287789307,0.265448302,8,C,N,Y,Y,,,,UWSP,,,,,,,
1415,Box 4,E1,6,13,2014,6,CDR,CON,BACK,2,164,22.7,569,1.448473,1.472122,1.442271,1.442598,1.089766,1.076081,1.101522,1.095333,0,1.451366,0.014127725,0.009734088,0.751482052,1.0906755,0.010849969,0.009947935,5,C,Y,N,N,,,,Roe,,,,,,,
1416,Box 16,H9,6,20,2014,7,DSM,MTH,CHAN,7,171,28.3,510,1.342925,1.312357,1.306545,1.35196,1.191884,1.177823,1.188537,1.200941,2.147666,1.32844675,0.022368574,0.016838142,0.895629614,1.18979625,0.009548273,0.008025133,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1417,Box 14,I2,5,27,2014,4,UMR,DNS,CHAN,6,147,20.7,307,1.621854,1.635413,1.578391,1.633725,1.364436,0.9464434,1.000399,1.309096,0,1.61734575,0.026661472,0.016484708,0.71419089,1.1550936,0.212136988,0.183653505,6,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
1418,Box 2,D9,8,14,2014,13,CDR,CON,THAL,1,226,26.5,421,2.570507,1.946262,2.147984,2.206738,2.431363,1.813739,2.129673,1.902232,0,2.21787275,0.260212563,0.11732529,0.932989393,2.06925175,0.275655369,0.133214999,4,C,N,Y,Y,diffuse but not all the way through egg,,,Roe,,,,,,,
1419,Box 5,D6,5,28,2014,4,IAR,DNE,CHAN,2,148,23.5,603,1.149859,0.9959304,0.9568998,1.025496,0.9983005,0.9355687,0.9372512,0.8787974,0,1.0320463,0.083414814,0.080824682,0.908369566,0.93747945,0.048807398,0.052062365,5,C,N,Y,N,,,,Roe,,,,,,,
