"Dataset","Site","River","Year","Month","Julian_Day","Temperature","Conductivity","Larval_Length","Membrane_Ave","Membrane_SD","Membrane_CV","Embryo_to_Membrane_Ratio","Embryo_Ave","Embryo_SD","Embryo_CV","Egg_Stage","Compact_Diffuse","Pigment","Sticky_Debris","Deflated","Genus","Common_Name","Family_ACGC","Genus_ACGC","Common_Name_ACGC"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.78157,0.02172,0.01219,0.79705,1.42,0.04673,0.03291,"2","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.8674,0.04053,0.02171,0.7146,1.33445,0.05219,0.03911,"4","C","Y","Y","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.79499,0.05977,0.0333,0.74327,1.33417,0.1114,0.08349,"3","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.65896,0.13416,0.08087,0.76185,1.26388,0.07363,0.05826,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,8,225,27.7,386,1.769058,1.95402,0.12521,0.06408,0.48567,0.94902,0.03021,0.03183,"7","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","DNI","UMR",2016,8,232,24.2,625,0,1.28908,0.11266,0.0874,1,1.28908,0.11266,0.0874,"D","D","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNI","UMR",2016,8,232,28.2,625,0,1.28908,0.11266,0.0874,1,1.28908,0.11266,0.0874,"D","D","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNI","UMR",2016,5,151,23.8,484,0,1.66351,0.13871,0.08338,0.6877,1.144,0.07946,0.06946,"5","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,23.8,484,0,1.5687,0.10866,0.06927,0.65402,1.02596,0.02374,0.02314,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,23.8,484,0,1.53158,0.02667,0.01741,0.6464,0.99001,0.02666,0.02693,"1","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNI","UMR",2016,5,151,23.8,484,0,1.93453,0.03322,0.01717,0.74106,1.4336,0.0704,0.0491,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,23.8,484,0,1.68441,0.03747,0.02225,0.63074,1.06243,0.02807,0.02642,"5","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,23.8,484,0,1.81425,0.02555,0.01408,0.73152,1.32716,0.02532,0.01908,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,6,160,24.6,434,0,1.38239,0.06257,0.04526,0.77527,1.07172,0.14862,0.13868,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,23.8,484,0,1.48335,0.046,0.03101,0.71655,1.0629,0.07035,0.06619,"4","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,23.8,484,0,1.78551,0.07312,0.04095,0.70355,1.2562,0.09028,0.07186,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,23.8,484,0,1.65263,0.04866,0.02944,0.68265,1.12817,0.09914,0.08787,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,23.8,484,0,1.71228,0.02856,0.01668,0.73048,1.25079,0.04265,0.0341,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,23.8,484,3.512027,4.26567,0.14681,0.03442,0.38653,1.64882,0.3043,0.18455,"6","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNI","UMR",2016,5,151,23.8,484,0,1.88663,0.0192,0.01018,0.61843,1.16676,0.04387,0.0376,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,161,23.7,448,0,1.61746,0.02319,0.01433,0.84028,1.35911,0.10658,0.07842,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,161,23.7,448,0,2.05796,0.30716,0.14926,0.7086,1.45828,0.06866,0.04708,"1","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNI","UMR",2016,6,161,23.7,448,0,4.20471,0.17749,0.04221,0.30251,1.27196,0.08129,0.06391,"1","C","N","N","N","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"validation","DNI","UMR",2016,6,161,23.7,448,0,1.28001,0.12764,0.09972,1,1.28001,0.12764,0.09972,"D","D","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNI","UMR",2016,6,161,23.7,448,0,1.40977,0.07886,0.05594,0.77934,1.09869,0.08803,0.08012,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,161,23.7,448,3.388008,1.44939,0.07742,0.05341,0.73963,1.07202,0.06281,0.05859,"7","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,161,23.7,448,0,1.6891,0.02724,0.01613,0.69113,1.16738,0.01993,0.01707,"5","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,161,23.7,448,0,1.4387,0.10538,0.07325,0.74185,1.0673,0.07327,0.06865,"1","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNI","UMR",2016,7,200,27.85,420,0,1.51647,0.08321,0.05487,0.59357,0.90013,0.02065,0.02294,"2","C","Y","N","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.76464,0.03568,0.02022,0.64971,1.14651,0.06311,0.05505,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,161,23.6,446,2.623597,1.68246,0.0902,0.05361,0.64345,1.08257,0.12399,0.11453,"6","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.55634,0.08524,0.05477,0.70098,1.09097,0.04235,0.03882,"1","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.66391,0.05573,0.03349,0.5525,0.91931,0.03505,0.03813,"5","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.40855,0.131,0.093,0.77474,1.09127,0.05263,0.04823,"1","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.40835,0.09801,0.06959,0.70607,0.9944,0.07435,0.07477,"3","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.71525,0.08249,0.04809,0.67333,1.15493,0.08336,0.07218,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.92473,0.06718,0.03491,0.62775,1.20825,0.0673,0.0557,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.67736,0.01722,0.01027,0.90077,1.51092,0.12361,0.08181,"1","C","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.80299,0.02903,0.0161,0.75281,1.35731,0.0468,0.03448,"5","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.44611,0.07059,0.04882,0.69792,1.00928,0.05772,0.05718,"5","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.72032,0.01134,0.00659,0.70262,1.20872,0.08031,0.06644,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.71293,0.05316,0.03104,0.68167,1.16766,0.0429,0.03674,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.81303,0.05845,0.03224,0.64535,1.17004,0.22907,0.19578,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.57781,0.12973,0.08222,0.88685,1.39929,0.14893,0.10643,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.50774,0.06787,0.04502,0.73673,1.11079,0.05452,0.04908,"1","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.6477,0.11142,0.06762,0.79384,1.308,0.05678,0.04341,"1","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.73219,0.04,0.02309,0.7956,1.37814,0.07904,0.05735,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.82171,0.02843,0.01561,0.8425,1.53479,0.16949,0.11043,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.58296,0.03857,0.02436,0.82304,1.30284,0.03714,0.02851,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.73297,0.02273,0.01312,0.67984,1.17813,0.05119,0.04345,"1","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.29895,0.1574,0.12117,0.89394,1.16118,0.1264,0.10885,"1","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,1.177411,1.9086,0.14785,0.07746,0.55434,1.05801,0.07158,0.06766,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.61912,0.03174,0.0196,0.77523,1.2552,0.05152,0.04105,"3","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.45395,0.00544,0.00374,0.79761,1.15968,0.07725,0.06661,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,1.806847,1.71031,0.23589,0.13792,0.72464,1.23936,0.1232,0.09941,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.54221,0.06018,0.03902,0.76037,1.17265,0.11272,0.09612,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,1.942893,1.64323,0.03036,0.01848,0.7621,1.2523,0.12084,0.0965,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.78928,0.04889,0.02733,0.77222,1.38172,0.11073,0.08014,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.84019,0.05092,0.02767,0.67822,1.24805,0.03929,0.03148,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,2.515767,1.78902,0.07374,0.04122,0.72661,1.29992,0.1204,0.09262,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.93837,0.02144,0.01106,0.68639,1.33048,0.07035,0.05287,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.67085,0.03694,0.02211,0.7837,1.30945,0.08499,0.0649,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.94024,0.08939,0.04607,0.65159,1.26423,0.07638,0.06042,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.72369,0.07735,0.04487,0.79107,1.36356,0.06812,0.04996,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.50602,0.14226,0.09446,1,1.50602,0.14226,0.09446,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","IAR",2016,5,151,23.4,463,0,2.98278,0.32664,0.10951,0.53289,1.58949,0.13838,0.08706,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,3.955421,3.36627,0.73134,0.21726,0.40164,1.35201,0.32229,0.23838,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,4.22879,0.12939,0.0306,0.35977,1.5214,0.05871,0.03859,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.490869,3.87702,0.4317,0.11135,0.38721,1.50121,0.30163,0.20093,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.201059,3.67433,0.66191,0.18015,0.38654,1.42028,0.31857,0.2243,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,4.59721,0.09324,0.02028,0.40889,1.87974,0.22867,0.12165,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,4.05464,0.17242,0.04253,0.38042,1.54247,0.05337,0.0346,"1","C","N","Y","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.440141,2.88587,0.95337,0.33036,0.55429,1.59961,0.44682,0.27933,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,4.38344,0.41539,0.09476,0.38548,1.68972,0.02155,0.01275,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.115353,3.5623,0.18642,0.05233,0.35299,1.25745,0.34854,0.27718,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.01944,4.04856,0.49338,0.12187,0.35075,1.42004,0.31742,0.22353,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.403172,2.99781,0.53007,0.17682,0.47043,1.41025,0.29547,0.20952,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.138016,3.35981,0.78955,0.235,0.41899,1.40772,0.31515,0.22387,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.136075,2.55243,0.74679,0.29258,0.47353,1.20866,0.14003,0.11585,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.261677,2.93246,0.37075,0.12643,0.5799,1.70052,0.26687,0.15693,"8","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,2.86207,0.18054,0.06308,0.50162,1.43566,0.22654,0.15779,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.008157,2.83319,0.54538,0.1925,0.47011,1.33192,0.18244,0.13698,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,4.32473,0.03851,0.0089,0.36494,1.57828,0.09652,0.06115,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.04182,0.10677,0.0351,0.45192,1.37464,0.02882,0.02097,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.13957,3.36115,0.45864,0.13645,0.42685,1.4347,0.2267,0.15801,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.69051,0.16118,0.04368,0.38458,1.4193,0.26916,0.18964,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.398464,3.62123,0.32099,0.08864,0.58436,2.1161,0.05788,0.02735,"7","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.85094,0.11759,0.03053,0.40509,1.55997,0.09218,0.05909,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.142218,2.80947,0.2385,0.08489,0.57337,1.61086,0.28767,0.17858,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.16006,0.45623,0.14437,0.49919,1.57749,0.32088,0.20341,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,4.12206,0.1914,0.04643,0.43707,1.80164,0.10079,0.05594,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,2.86695,0.51761,0.18055,0.66702,1.91231,0.05925,0.03098,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,4.19033,3.97238,0.36246,0.09125,0.34718,1.37913,0.28802,0.20884,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,3.887446,3.56538,0.31183,0.08746,0.42013,1.49792,0.21254,0.14189,"8","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,3.989878,3.10324,0.23887,0.07697,0.42109,1.30675,0.27004,0.20665,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,3.87296,0.19458,0.05024,0.37425,1.44947,0.03602,0.02485,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.39115,0.11439,0.03373,0.56045,1.90056,0.24435,0.12857,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.16157,0.10189,0.02448,0.40997,1.70612,0.02814,0.0165,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.81742,0.41778,0.10944,0.46632,1.78015,0.20288,0.11397,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.68989,1.22516,0.33203,0.49609,1.8305,0.13776,0.07526,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.13089,0.32396,0.07842,0.38161,1.57639,0.11041,0.07004,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.83106,0.12463,0.03253,0.4649,1.78108,0.08848,0.04968,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.3615,0.2519,0.05775,0.38819,1.69307,0.21913,0.12943,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.30829,0.82652,0.19184,0.38876,1.67488,0.08908,0.05318,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.49548,0.25052,0.05573,0.38568,1.73381,0.05994,0.03457,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.10805,0.17396,0.04235,0.49415,2.03001,0.31808,0.15669,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.55917,0.30499,0.08569,0.51441,1.83088,0.07929,0.04331,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.67896,0.31581,0.08584,0.46449,1.70884,0.08486,0.04966,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.76867,0.22863,0.06066,0.41007,1.54542,0.13538,0.0876,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.61259,0.39109,0.10826,0.45521,1.64448,0.02009,0.01222,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.65596,0.50305,0.1376,0.47815,1.7481,0.18692,0.10693,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.83926,0.09028,0.02352,0.42206,1.62039,0.14673,0.09055,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.42928,0.13645,0.03979,0.50959,1.74751,0.1374,0.07863,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.57075,0.24804,0.06946,0.59981,2.14179,0.13562,0.06332,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,2.878461,2.99814,0.34258,0.11426,0.54115,1.62246,0.13205,0.08139,"6","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.55833,0.08747,0.02458,0.4546,1.61763,0.16466,0.10179,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.92854,0.17766,0.04522,0.43406,1.70523,0.03207,0.01881,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.42937,0.10273,0.02319,0.41685,1.84637,0.14801,0.08016,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.18522,0.24941,0.05959,0.40303,1.68676,0.03829,0.0227,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.96279,0.17296,0.04365,0.41846,1.65829,0.18767,0.11317,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.06932,0.21488,0.05281,0.41901,1.70507,0.1128,0.06616,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.27381,0.1286,0.03928,0.5359,1.75442,0.14817,0.08446,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.07792,0.05099,0.01657,0.63205,1.94541,0.08165,0.04197,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
